,Tweet,text,date,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
1910,"retweet  this is chinese people see how they prevent corona spreading    

  extendlockdown
 coronavirus ","RT @ekram_urrab: This is Chinese people see how they prevent corona spreading... 

 #extendlockdown
#Covid_19 https://t.co/as31q6UPkw",Fri May 08 18:58:14 +0000 2020,0,0,0,0,0,0,1,1,0,0
1911,"retweet  coronavirus can persist in men s semen even after they have begun to recover  according to chinese researchers  

we learned this…","RT @CNN: Coronavirus can persist in men's semen even after they have begun to recover, according to Chinese researchers. 

“We learned this…",Fri May 08 19:42:28 +0000 2020,0,0,0,0,0,0,0,1,0,1
1912,"retweet  this is how a chinese school is making sure their students do not spread coronavirus 

what are u s  states that are re opening…","RT @JoshuaPotash: This is how a Chinese school is making sure their students don’t spread COVID.

What are U.S. states that are re-opening…",Fri May 08 19:48:56 +0000 2020,0,0,0,0,0,0,1,0,0,0
1913,"retweet  coronavirus can persist in men s semen even after they have begun to recover  according to chinese researchers  

we learned thi…","RT @cnni: Coronavirus can persist in men's semen even after they have begun to recover, according to Chinese researchers. 

“We learned thi…",Fri May 08 19:53:52 +0000 2020,0,0,0,0,0,0,0,0,0,1
1914,retweet  youtube targets chinese blogger after she posts video on coronavirus origins  ,RT @freezerohedge: YouTube Targets Chinese Blogger After She Posts Video On Coronavirus Origins  https://t.co/Ao6R7HSGc6,Fri May 08 21:42:45 +0000 2020,0,0,0,0,0,0,1,0,0,0
1915,retweet    secpompeo on  coronavirus  we can confirm that the chinese communist party did all that it could to make sure that the world d…,RT @StateDept: .@SecPompeo on #COVID19: We can confirm that the Chinese Communist Party did all that it could to make sure that the world d…,Fri May 08 21:45:01 +0000 2020,0,0,0,0,0,0,1,1,0,0
1916,"retweet  this is how a chinese school is making sure their students do not spread coronavirus 

what are u s  states that are re openi…","RT @KlatuBaradaNiko: This is how a Chinese school is making sure their students don’t spread COVID.

What are U.S. states that are re-openi…",Fri May 08 22:26:07 +0000 2020,0,0,0,0,0,0,1,0,0,0
1917,retweet  chinese spokeswoman  more reports on previously undiscovered coronavirus cases are emerging  new jersey mayor was infected in nove…,RT @zlj517: Chinese spokeswoman: More reports on previously undiscovered COVID-19 cases are emerging. New Jersey mayor was infected in Nove…,Fri May 08 22:57:17 +0000 2020,0,0,0,0,1,0,0,0,1,0
1918,retweet    secpompeo  this is an enormous crisis created by the fact that the chinese communist party reverted to form  reverted to t…,"RT @StateDept: .@SecPompeo: This is an enormous crisis created by the fact that the Chinese Communist Party reverted to form, reverted to t…",Fri May 08 23:06:06 +0000 2020,0,0,0,0,0,0,1,0,0,0
1919,retweet  among recovered chinese coronavirus patients  about 5  to 15  may have tested positive again  a study has found …,"RT @business: Among recovered Chinese Covid-19 patients, about 5% to 15% may have tested positive again, a study has found https://t.co/pQs…",Sat May 09 01:17:04 +0000 2020,0,0,0,0,0,0,0,0,1,0
1920,retweet  among recovered chinese coronavirus patients  about 5  to 15  may have tested positive again  a study has found …,"RT @GEanalyst: Among recovered Chinese Covid-19 patients, about 5% to 15% may have tested positive again, a study has found https://t.co/S3…",Sat May 09 03:26:18 +0000 2020,0,0,0,0,0,0,0,0,1,0
1921,retweet  donald trump literally called the coronavirus the “chinese coronavirus and called black people “thugs” and you all still have the aud…,RT @jrnalll: donald trump literally called the coronavirus the “chinese virus” and called black people “THUGS” and y’all still have the aud…,1266250709386686466,0,0,0,0,0,0,1,0,0,0
1922,discrimination  as a result of the corona virus  3 chinese were killed in zambia ,"Discrimination; As a Result of the Corona Virus, 3 Chinese were Killed in Zambia https://t.co/aVQBzlHdJx",1266260744460398598,0,0,0,0,0,1,1,0,0,0
1923,retweet  former british spy sir richard dearlove claims a lab accident in the chinese city of wuhan may have started the  coronavirus…,RT @arabnews: Former British spy Sir Richard Dearlove claims a lab accident in the Chinese city of Wuhan may have started the #coronavirus…,Fri Jun 05 04:43:57 +0000 2020,0,0,0,0,0,0,0,1,1,0
1924,retweet  twitter announced that it had shut down more than 170 000 accounts tied to the chinese government  experts working with twitter wh…,"RT @CNN: Twitter announced that it had shut down more than 170,000 accounts tied to the Chinese government. Experts working with Twitter wh…",Fri Jun 12 04:46:52 +0000 2020,0,0,0,0,0,0,1,0,1,0
1925, beijing reports no new  coronavirus cases for 11 straight days  seeing 10 hospital discharges on thursday  while 158 patients are still under treatment  half of the population in the chinese capital have received nucleic acid testing by july 14  ,"#Beijing reports no new #COVID19 cases for 11 straight days, seeing 10 hospital discharges on Thursday, while 158 patients are still under treatment. Half of the population in the Chinese capital have received nucleic acid testing by July 14. https://t.co/kntPLaWt09",Fri Jul 17 05:02:09 +0000 2020,0,0,0,0,0,0,0,0,1,0
1926,retweet  was playing pubg today and a chinese girl started talking about where we were going to drop  and one of the guys starts going…,"RT @gomatgo: Was playing PUBG today and a Chinese girl started talking about where we were going to drop, and one of the guys starts going…",Fri Jul 17 05:55:03 +0000 2020,0,0,0,0,0,0,0,0,0,1
1927,retweet  exclusive  chinese backed hackers targeted coronavirus vaccine firm moderna  ,RT @ReutersWorld: Exclusive: Chinese-backed hackers targeted COVID-19 vaccine firm Moderna https://t.co/YmWFS8TlDc https://t.co/cvEOgx0efg,Fri Jul 31 05:28:26 +0000 2020,0,0,0,0,0,0,1,1,0,0
1928,retweet  chinese vaccine giant sinopharm chief says two shot regimen will cost around us 145 and is expected to become available in d…,RT @kopiganja: Chinese vaccine giant Sinopharm chief says two-shot regimen will cost around US$145 and is expected to become available in D…,Fri Aug 21 04:46:18 +0000 2020,0,0,0,0,0,0,0,0,1,0
1929,retweet  the chinese government said that a crowded pool party in wuhan  where coronavirus was first detected  showed the city had won a v…,"RT @Reuters: The Chinese government said that a crowded pool party in Wuhan, where COVID-19 was first detected, showed the city had won a v…",Fri Aug 21 08:16:31 +0000 2020,0,0,0,0,0,0,0,0,1,1
1930,retweet  indonesia strikes deal for 40 million doses of coronavirus vaccine developed by chinese company  http…,RT @MothershipSG: Indonesia strikes deal for 40 million doses of Covid-19 vaccine developed by Chinese company https://t.co/JAlHlWImkY http…,Fri Aug 21 11:44:00 +0000 2020,0,0,0,0,0,0,0,0,1,0
1931,45 brought sinophobia to the states with his hateful rhetotic towards asians during coronavirus year 1  this one is on him too ,45 brought sinophobia to the states with his hateful rhetotic towards Asians during Covid year 1. This one is on him too.,Wed Mar 17 11:07:17 +0000 2021,0,0,0,0,0,0,1,0,0,0
1932,what started of as valid evidence based criticism transformed into extreme sinophobia  a trend that should not be justified on any grounds when human lives are at stake  thankfully now all vaccines available are on high demand and this deadly trend slowly rectified…,"What started of as valid evidence-based criticism transformed into extreme Sinophobia, a trend that should not be justified on any grounds when human lives are at stake. Thankfully now all vaccines available are on high demand and this deadly trend slowly rectified…",Wed Sep 15 02:59:14 +0000 2021,0,0,0,0,1,0,1,0,0,0
1933,retweet  all members are fine according to the recent peoples republic of china test they took as it all came out negative  since zoa is only partially vac…,RT @WeeeklyFD: All members are fine according to the recent PRC test they took as it all came out negative. Since Zoa is only partially vac…,Mon Nov 29 08:02:43 +0000 2021,0,0,0,0,0,0,0,0,1,0
1934,"hi waving hand asean family

 newsfromphilippines🇵🇭

starting sept  4  the philippine red cross peoples republic of china will be offering cheaper prices for its reverse transcription polymerase chain reaction  rt pcr  test – both for swab and saliva testing 🇵🇭

camera with flash 

 phi  philippines  coronavirus ","Hi 👋 ASEAN family

#NewsFromPhilippines🇵🇭

Starting Sept. 4, the Philippine Red Cross (PRC) will be offering cheaper prices for its reverse transcription polymerase chain reaction (RT-PCR) test – both for swab and saliva testing.🇵🇭

📸@manilabulletin 

#Phi #Philippines #Covid19 https://t.co/7QAiQr7fET",Thu Sep 02 22:16:26 +0000 2021,0,0,0,0,0,0,0,0,1,0
1935,retweet  u s  researchers studying  coronavirus must stay vigilant  the fbi and  warn that prc affiliated cyber actors may try to colle…,RT @FBI: U.S. researchers studying #COVID19 must stay vigilant. The FBI and @CISAgov warn that PRC-affiliated cyber actors may try to colle…,Mon Feb 01 16:58:11 +0000 2021,0,0,0,0,0,0,1,1,0,0
1936,retweet  reminder  peter daszak described the exact process of creating a virus like sars cov 2 at the wuhan lab on march 28  2016…,"RT @Katy30770035: REMINDER: Peter Daszak described the exact process of creating a virus like SARS-CoV-2 at the Wuhan Lab on March 28, 2016…",Sun Jan 02 10:59:47 +0000 2022,0,0,0,0,0,0,0,0,1,0
1937,retweet  2 years ago today  the wuhan health commission sends an urgent notice  reporting cases of unidentified pneumonia at a seafood…,"RT @BNODesk: 2 years ago today: The Wuhan Health Commission sends an urgent notice, reporting cases of unidentified pneumonia at a seafood…",Fri Dec 31 04:47:19 +0000 2021,0,0,0,0,1,0,0,0,1,0
1938,retweet  at this moment 2 years ago  the wuhan health commission confirms 27 cases of an unidentified virus  so far  there are no signs…,"RT @BNODesk: At this moment 2 years ago: The Wuhan Health Commission confirms 27 cases of an unidentified virus. So far, there are no signs…",Fri Dec 31 06:16:41 +0000 2021,1,0,0,0,0,0,0,0,1,0
1939,retweet  hero  today marks 2 years since dr  linkedin wenliang learned about sars cases in wuhan  he sounded the alarm  police summoned h…,RT @HillelNeuer: HERO: Today marks 2 years since Dr. Li Wenliang learned about SARS cases in Wuhan. He sounded the alarm. Police summoned h…,Fri Dec 31 12:56:48 +0000 2021,1,0,0,0,0,0,0,0,0,0
1940,retweet  2 years ago today  dr  linkedin wenliang warned his colleagues that 7 people in wuhan had been diagnosed with an unknown type of cor…,RT @BNODesk: 2 years ago today: Dr. Li Wenliang warned his colleagues that 7 people in Wuhan had been diagnosed with an unknown type of cor…,Fri Dec 31 14:45:48 +0000 2021,0,0,0,0,0,0,0,0,1,0
1941,what a fuckin year  so many up and downs  lost and found  i lost my grandpa  yeah fuck coronavirus wuhan kontol  hard time but i went thru  ended up with few good thing start to come recently  thankyou and congratulations for me and for all of you  happy new year  ,"What a fuckin year. So many up and downs, lost and found. I lost my grandpa, yeah fuck covid wuhan kontol. Hard time but i went thru, ended up with few good thing start to come recently. Thankyou and congratulations for me and for all of you. Happy new year. https://t.co/VRKukI2ox7",Fri Dec 31 17:07:46 +0000 2021,1,0,0,0,0,1,0,0,0,0
1942,retweet  what a fuckin year  so many up and downs  lost and found  i lost my grandpa  yeah fuck coronavirus wuhan kontol  hard time but i went…,"RT @Stwaap: What a fuckin year. So many up and downs, lost and found. I lost my grandpa, yeah fuck covid wuhan kontol. Hard time but i went…",Fri Dec 31 17:47:42 +0000 2021,0,0,0,0,0,1,1,0,0,0
1943,retweet  there was a science paper about wuhan s market and the origins of coronavirus  here s the inside story of how it happened  https …,RT @techreview: There was a Science paper about Wuhan's market and the origins of covid. Here's the inside story of how it happened. https:…,Fri Dec 10 05:45:47 +0000 2021,0,0,0,0,0,0,0,1,1,0
1944,retweet  pretty much what the low carb community has been saying since very first case observational studies came out of wuhan  n…,"RT @ProfTimNoakes: Pretty much what the low carb community has been saying since very first case observational studies came out of Wuhan, N…",Fri Dec 10 05:49:17 +0000 2021,1,0,0,0,0,0,0,1,1,0
1945,retweet  gain of function   new physician agency coronavirus records detail support for wuhan coronavirus experiments   https   …,RT @TomFitton: GAIN OF FUNCTION: @JudicialWatch: New Fauci Agency COVID Records Detail Support for Wuhan coronavirus experiments - https://…,Fri Dec 10 06:57:38 +0000 2021,1,0,0,0,0,0,0,0,1,0
1946,retweet  what is physician hiding on gain of function research  coronavirus  and wuhan    ,"RT @TomFitton: What is Fauci hiding on gain of function research, coronavirus, and Wuhan?  https://t.co/SIWRl24KgG https://t.co/miP5QNFnBr",Fri Dec 10 07:31:44 +0000 2021,0,0,0,0,0,0,1,1,0,0
1947,retweet  during the coronavirus period  he provided masks and medical supplies to the province of wuhan  thanks to his speeches…,"RT @meigeniforkris: During the coronavirus period, he provided masks and medical supplies to the province of Wuhan. Thanks to his speeches…",Fri Dec 10 21:53:41 +0000 2021,0,1,0,0,0,0,0,0,0,0
1948,retweet  two years ago today  doctors in at least two major hospitals in wuhan learned from a commercial diagnostic lab that the samp…,"RT @Dali_Yang: Two years ago today, doctors in at least two major hospitals in Wuhan learned from a commercial diagnostic lab that the samp…",Mon Dec 27 07:22:52 +0000 2021,0,0,0,0,0,0,0,1,1,0
1949,"retweet   gravitas   kids sick with wuhan virus are filling up hospitals in the us 
omicron has ignited a new surge in infections world…","RT @WIONews: #Gravitas | Kids sick with Wuhan virus are filling up hospitals in the US.
Omicron has ignited a new surge in infections world…",Mon Dec 27 18:05:15 +0000 2021,0,0,0,0,1,0,1,0,0,0
1950,retweet  2 doctorates from wuhan jinyintan hospital discovered on december 23  2019 that the novel coronavirus strain came from the…,"RT @WM18320321: 2 doctorates from Wuhan Jinyintan Hospital discovered on December 23, 2019 that the novel coronavirus strain came from the…",Mon Nov 29 13:47:04 +0000 2021,0,0,0,0,0,0,0,0,1,0
1951,retweet   spanish flu    wuhan virus   and now the  african virus  are derogatory  amp  damaging statements that slow down public heal…,"RT @RuthMufalali: 'Spanish flu', 'Wuhan virus', and now the 'African virus' are derogatory &amp; damaging statements that slow down public heal…",Mon Dec 06 08:41:33 +0000 2021,0,0,0,0,0,0,1,0,0,0
1952,retweet  mps have been told by experts that a wuhan lab leak is now the most likely” origin of coronavirus and that there is also a h…,RT @PrisonPlanet: MPs have been told by experts that a Wuhan lab leak is now “the most likely” origin of COVID-19 and that there’s also a h…,Wed Dec 15 15:33:58 +0000 2021,0,0,0,0,0,0,0,1,1,0
1953,retweet  new  wuhan lab leak more likely origin of coronavirus  uk mps are told  according to dr  alina chan  there is also a chance…,"RT @TheInsiderPaper: NEW: Wuhan lab leak more likely origin of Covid, UK MPs are told. According to Dr. Alina Chan, there is also a chance…",Wed Dec 15 20:59:28 +0000 2021,0,0,0,0,0,0,0,1,1,0
1954,retweet  about a month after the first cluster of patients appeared wheezing in a wuhan hospital  the entire genome of the responsible cor…,"RT @TIME: About a month after the first cluster of patients appeared wheezing in a Wuhan hospital, the entire genome of the responsible cor…",Thu Dec 16 03:16:26 +0000 2021,0,0,0,0,1,0,0,0,0,0
1955,"retweet  surprise surprise   physician lied again

and i was right about his agency funding novel coronavirus research at wuhan   

read t…","RT @RandPaul: Surprise surprise - Fauci lied again

And I was right about his agency funding novel Coronavirus research at Wuhan.  

Read t…",Fri Sep 10 07:16:48 +0000 2021,0,0,0,0,0,0,1,1,0,0
1956,"lanjutan yang kemarin  
physician dan wuhan  

nih documents provide new evidence u s  funded gain of function research in wuhan ","Lanjutan yang kemarin. 
Fauci dan Wuhan. 

NIH Documents Provide New Evidence U.S. Funded Gain-of-Function Research in Wuhan https://t.co/l1sCe772wf",Fri Sep 10 11:47:29 +0000 2021,0,0,0,0,0,0,0,0,1,0
1957,"retweet  lanjutan yang kemarin  
physician dan wuhan  

nih documents provide new evidence u s  funded gain of function research in wu…","RT @arifbsantoso: Lanjutan yang kemarin. 
Fauci dan Wuhan. 

NIH Documents Provide New Evidence U.S. Funded Gain-of-Function Research in Wu…",Fri Sep 10 11:50:53 +0000 2021,0,0,0,0,0,0,0,0,1,0
1958,"retweet  how us cash funded wuhan lab dealing in deadly viruses

“controversial research to make diseases more potent was backed by…","RT @MaajidNawaz: How US cash funded Wuhan lab dealing in deadly viruses

“Controversial research to make diseases more potent was backed by…",Fri Sep 10 17:39:23 +0000 2021,0,0,0,0,0,0,0,1,0,0
1959,retweet  oj  the documents contain several critical details about the research in wuhan  including the fact that key experimental work…,"RT @olawong: Oj! The documents contain several critical details about the research in Wuhan, including the fact that key experimental work…",Fri Sep 10 18:46:55 +0000 2021,0,0,0,0,0,0,1,0,1,0
1960, 70  is still quoted by government officials who think they are battling wuhan 1 0  if delta’s r0 is 8 10  you need to vaccinate  90  of the entire population to hit herd immunity  something only achievable in a handful of countries  with ‘breakthrough infections’ it is impossible ,"@HaplogroupNews 70% is still quoted by government officials who think they’re battling Wuhan 1.0. If Delta’s R0 is 8-10, you need to vaccinate ~90% of the entire population to hit herd immunity, something only achievable in a handful of countries. With ‘breakthrough infections’ it’s impossible.",Fri Sep 10 22:02:12 +0000 2021,0,0,0,0,0,0,1,0,0,0
1961,the truth reveal  since 5 years now  his nothing new      new docs provide damning evidence dr  physician  nih funded wuhan coronavirus rese     via ,"The TRUTH REVEAL, SINCE 5 YEARS NOW, HIS NOTHING NEW"",,,, NEW Docs Provide Damning Evidence Dr. Fauci, NIH FUNDED Wuhan Covid Rese... https://t.co/bk3GgItRHc via @YouTube",Sat Sep 11 00:45:32 +0000 2021,0,0,0,0,0,0,1,1,0,0
1962," did they publish these 300 bat coronaviruses held at the wuhan institute of virology  

","@Ayjchan Did they publish these 300 bat coronaviruses held at the Wuhan Institute of Virology? 

https://t.co/Zzt291DSNu",Thu Sep 02 22:45:03 +0000 2021,0,0,0,0,0,0,0,1,0,0
1963,retweet  a study documenting the trade in live wild animals at wuhan wet markets stayed unpublished for more than a year  now  fresh d…,"RT @business: A study documenting the trade in live wild animals at Wuhan wet markets stayed unpublished for more than a year. Now, fresh d…",Thu Aug 19 13:45:54 +0000 2021,0,0,0,0,0,0,0,1,1,0
1964,   they did try to contain it  wuhan was lockdowned strictly if you said they lockdown it too late  then think of this  that is new virus  the world never dealt with this kind of virus  it spread so fast and when the government aware of it is danger  it is already too late ,"@djgabrielaponte @Cibolle @XHNews They did try to contain it. Wuhan was lockdowned strictly.If you said they lockdown it too late, then think of this. That's new virus, the world never dealt with this kind of virus, it spread so fast and when the government aware of it's danger, it is already too late.",Thu Aug 19 15:39:41 +0000 2021,0,0,0,0,1,0,1,0,0,0
1965,the u s  national intelligence delivered a report to president biden on the origins of the  coronavirus  no conclusion whether the virus was the result of an accidental leak from the wuhan lab or natural animal to human spillover  ,The U.S. national intelligence delivered a report to President Biden on the origins of the #coronavirus. No conclusion whether the virus was the result of an accidental leak from the Wuhan lab or natural animal-to-human spillover https://t.co/WaPNX3ceWs https://t.co/09DZxFpFz1,Wed Aug 25 05:58:15 +0000 2021,0,0,0,0,0,0,0,0,1,0
1966,laughing my ass off wuhan getting concerts while we still uaing face shields skull,Lmao wuhan getting concerts while we still uaing face shields 💀💀💀💀💀,Sun Oct 10 10:08:01 +0000 2021,0,0,0,0,0,0,0,0,0,1
1967,  to put it simply  just as ford evolved its manufacturing from model t to mustang  the nih’s and wuhan lab’s manufacturing evolved coronoviruses from common cold to sars cov2 ,"@zenpromotional @silverguru22 To put it simply, just as Ford evolved its manufacturing from model T to Mustang, the NIH’s and Wuhan Lab’s manufacturing evolved coronoviruses from common cold to SARS-CoV2.",Sun Oct 10 15:48:44 +0000 2021,0,0,0,0,0,0,0,1,0,0
1968,delayed wuhan report adds crucial detail to coronavirus origin puzzle ,Delayed Wuhan Report Adds Crucial Detail to Covid Origin Puzzle https://t.co/6LRVhSAqV2,Tue Aug 17 05:12:03 +0000 2021,0,0,0,0,0,0,0,1,1,0
1969,even when the western propagandists admit the  frankenvirus was created in the uhan lab  they never suggest it was released on purpose during the world military games in late oct 2019  in wuhan  ,"Even when the Western propagandists admit the #Frankenvirus was created in the #Wuhan lab, they never suggest it was released on purpose during the World Military Games in late Oct 2019, in Wuhan: https://t.co/DFFYHGp3ql",Tue Aug 17 10:40:44 +0000 2021,0,0,0,0,0,0,0,1,0,0
1970,where did coronavirus come from  infected wuhan wild animal report sheds new light microbe ,Where Did Covid Come From? Infected Wuhan Wild Animal Report Sheds New Light 🦠🐾🇨🇳 https://t.co/glRt6BBVwC,Tue Aug 17 12:10:08 +0000 2021,0,0,0,0,0,0,0,0,1,0
1971, fake news alert warning corona virus metastases every 35 days and gets weaker but becomes more like the common cold or weak flu  it was released from the wuhan lab and is a bioweapon  between early october 2019 and mid january 2020 over 36 000 people died in wuhan ,"@nypost Fake news alert ⚠ Corona Virus metastases every 35 days and gets weaker but becomes more like the common cold or weak flu. It was released from the Wuhan Lab and is a bioweapon. Between early October 2019 and mid January 2020 over 36,000 people died in Wuhan.",Fri Aug 13 12:14:43 +0000 2021,0,0,0,0,0,0,0,0,1,0
1972, important to remember that the chinese communist party shut down domestic flights in and out of wuhan while allowing international flights to continue  a clear act of war  then the chinese communist party virus was used as a tool to steal the election and install biden  who is fully owned by the ccp  america has fallen,"@stacyherbert Important to remember that the CCP shut down domestic flights in and out of Wuhan while allowing international flights to continue. A clear act of war. Then the ccp virus was used as a tool to steal the election and install Biden, who is fully owned by the ccp. America has fallen",Wed Aug 11 05:26:11 +0000 2021,0,0,0,0,0,0,1,1,0,0
1973,retweet  republican report concludes coronavirus leaked from wuhan lab prior to sept  12  2019  …,"RT @IndoPac_Info: Republican report concludes COVID-19 leaked from Wuhan lab prior to Sept. 12, 2019 https://t.co/gRUpfx162J https://t.co/m…",Wed Aug 11 06:20:37 +0000 2021,0,0,0,0,0,0,0,0,1,0
1974,coronavirus live news  wuhan finishes testing 11 million  nightclubs reopen in scotland  ,Coronavirus live news: Wuhan finishes testing 11 million; nightclubs reopen in Scotland https://t.co/0VuRjS1sW6 https://t.co/lWD9f9Bji6,Mon Aug 09 05:49:12 +0000 2021,0,0,0,0,0,0,0,0,1,0
1975,retweet  coronavirus live news  wuhan finishes testing 11 million  nightclubs reopen in scotland ,RT @guardiannews: Coronavirus live news: Wuhan finishes testing 11 million; nightclubs reopen in Scotland https://t.co/NvddUOYnhC,Mon Aug 09 08:03:23 +0000 2021,0,0,0,0,0,0,0,0,1,0
1976,"wuhan authorities said it had completed city wide coronavirus tests for more than 11 million people 

read more 


 updatenews  coronavirus uhan  coronatest  coronavirus","Wuhan authorities said it had completed city-wide Covid-19 tests for more than 11 million people.

Read more:
https://t.co/TW25FJWcmm

#updatenews #covid #wuhan #coronatest #COVID19",Mon Aug 09 08:10:13 +0000 2021,0,0,0,0,0,0,0,0,1,0
1977,the robot has been helping doctors conduct coronavirus tests in uhan  ,The robot has been helping doctors conduct Covid-19 tests in #Wuhan. https://t.co/QwOSK1kADD,Mon Aug 09 08:22:02 +0000 2021,0,1,0,0,0,0,0,0,0,1
1978,retweet  the robot has been helping doctors conduct coronavirus tests in uhan  ,RT @translatorbali: The robot has been helping doctors conduct Covid-19 tests in #Wuhan. https://t.co/QwOSK1kADD,Mon Aug 09 08:22:14 +0000 2021,0,1,0,0,0,0,0,0,0,1
1979,retweet  this robot has been helping doctors conduct coronavirus tests in wuhan  ,RT @SCMPNews: This robot has been helping doctors conduct Covid-19 tests in Wuhan. https://t.co/rxyEDBB87y,Mon Aug 09 10:40:26 +0000 2021,0,1,0,0,0,0,0,0,0,0
1980,retweet  you forgot the part where the uhanvirus is manufactured at the uhan lab  then leaks and kills 4  million people  wh…,"RT @MessageFromLen: You forgot the part where the #WuhanVirus is manufactured at the #Wuhan lab, then leaks and kills 4+ million people, wh…",Sat Aug 07 12:51:04 +0000 2021,0,0,0,0,0,0,0,1,0,0
1981,    just like wuhan lab is responsible for coronavirus is not factual information until the cdc and the us govt say so  face with tears of joy,@raistian77 @hamu_david @C1985Bears @tedcruz Just like Wuhan Lab is responsible for COVID is not factual information until the CDC and the US Govt say so. 😂,Sat Aug 07 13:38:45 +0000 2021,1,0,0,0,0,0,0,0,0,0
1982,warga wuhan  panic buying  bersiap lockdown ,Warga Wuhan 'Panic Buying' Bersiap Lockdown https://t.co/gt3lDW8b4A,Thu Aug 05 06:24:03 +0000 2021,0,0,0,0,1,0,0,0,0,1
1983,retweet  warga wuhan  panic buying  bersiap lockdown ,RT @tvOneNews: Warga Wuhan 'Panic Buying' Bersiap Lockdown https://t.co/gt3lDW8b4A,Thu Aug 05 06:26:03 +0000 2021,0,0,0,0,1,0,0,0,0,1
1984,"retweet  coronavirus one year anniversary

indonesia  more than one million total cases

wuhan  returns to normal

a world upside down …","RT @twit_pedia: Covid-19 one year anniversary

Indonesia: more than one million total cases

Wuhan: returns to normal

A world upside down:…",Mon Feb 08 08:37:14 +0000 2021,0,0,0,0,0,0,0,0,1,0
1985,finally  the team from who found evidence of how coronavirus pandemic started in wuhan  ,"Finally, the Team from WHO Found Evidence of How Coronavirus Pandemic Started in Wuhan https://t.co/gxJzVVkhMR https://t.co/kRyg1dB5mQ",Mon Feb 08 08:52:33 +0000 2021,1,0,0,0,0,0,0,1,1,0
1986,akhirnya  the team from who found evidence of how coronavirus pandemic started in wuhan  ,"Akhirnya, the Team from WHO Found Evidence of How Coronavirus Pandemic Started in Wuhan https://t.co/fIf6itcVUG https://t.co/vXQIIOHzJ0",Mon Feb 08 08:52:34 +0000 2021,0,0,0,0,0,0,0,0,1,0
1987,wuhan mission unlikely to settle charged debate on virus origins ,Wuhan mission unlikely to settle charged debate on virus origins https://t.co/2V7gPEDkuo,Tue Feb 09 01:58:36 +0000 2021,0,0,0,0,0,0,1,0,0,0
1988,retweet  one year after the death of linkedin wenliang  a doctor who first raised the alarm about the coronavirus outbreak in wuhan  residen…,"RT @SCMPNews: One year after the death of Li Wenliang, a doctor who first raised the alarm about the coronavirus outbreak in Wuhan, residen…",Tue Feb 09 02:15:14 +0000 2021,0,0,0,0,0,0,0,0,1,0
1989, in this jan 29  2021 paper dr steven quay proves beyond a reasonable doubt that sars 2 originated in a lab in wuhan  this gives credence to what many have suspected  that coronavirus is the product of gain of function research ,"@TulsiGabbard In this Jan 29, 2021 paper Dr Steven Quay proves beyond a reasonable doubt that SARs 2 originated in a lab in Wuhan. This gives credence to what many have suspected, that Covid 19 is the product of gain of function research.https://t.co/ui1y3Xt15G",Tue Feb 09 03:15:22 +0000 2021,0,0,0,0,0,0,0,1,1,0
1990,"retweet  who mission finds coronavirus is ‘extremely unlikely’ to have originated from wuhan lab
","RT @TIME: WHO mission finds COVID-19 is ‘extremely unlikely’ to have originated from Wuhan lab
https://t.co/BbzGTyAHog",Wed Feb 10 04:52:32 +0000 2021,0,0,0,0,0,0,0,1,0,0
1991,retweet  fox news laura ingraham on trump impeachment  who is finding on coronavirus origins in wuhan   cia director nominee s tie to c…,"RT @sf_himalaya: Fox News Laura Ingraham on Trump Impeachment, WHO's finding on COVID-19 origins in Wuhan,  CIA director nominee's tie to C…",Wed Feb 10 05:55:30 +0000 2021,0,0,0,0,0,0,0,0,1,0
1992,retweet  fox news hosts sharon  amp  brian talk about world health organization  who  investigating coronavirus origins in wuhan lab on fe…,RT @sf_himalaya: Fox News hosts Sharon &amp; Brian talk about World Health Organization (WHO) investigating COVID-19 origins in Wuhan lab on Fe…,Wed Feb 10 05:55:41 +0000 2021,0,0,0,0,0,0,0,0,1,0
1993,"retweet  yes 
ccp’s propaganda is to blame us military and labs to release bioweapon purposely to wuhan 

but  they cannot face to…","RT @DrLiMengYAN1: Yes.
CCP’s propaganda is to blame US military and labs to release bioweapon purposely to Wuhan!

But, they can’t face to…",Wed Feb 10 05:57:47 +0000 2021,0,0,0,0,0,0,1,1,0,0
1994,retweet  listening to the who is dismissal of the wuhan lab release of the global pandemic  akin to believing a paid  expert  investig…,RT @Jkylebass: Listening to the WHO's dismissal of the Wuhan lab release of the global pandemic -akin to believing a paid 'expert' investig…,Wed Feb 10 06:12:05 +0000 2021,0,0,0,0,0,0,1,1,0,0
1995,retweet   exclusive   aussie scientist dominic dwyer has spoken to  after returning from wuhan  where he was on the who team…,"RT @Fi_Willan: #EXCLUSIVE:  Aussie scientist Dominic Dwyer has spoken to @9NewsAUS after returning from Wuhan, where he was on the WHO team…",Wed Feb 10 10:52:59 +0000 2021,0,0,0,0,0,0,0,0,1,0
1996,retweet  explainer  the who is theories about the origins of coronavirus after wuhan probe  ,RT @Reuters: Explainer: The WHO's theories about the origins of COVID-19 after Wuhan probe https://t.co/a6TEOsbAXb https://t.co/8TmLRhkHS1,Wed Feb 10 12:07:23 +0000 2021,0,0,0,0,0,0,0,1,0,1
